Event ID,Date,Year,Month,Month Number,Week,Plant,Production Line,Machine ID,Machine Type,Shift,Operator ID,Technician,Downtime Category,Downtime Reason,Planned or Unplanned,Root Cause,Downtime Minutes,Downtime Hours,Repair Cost EURO,Cost per Minute,Production Units Lost,Product Type,Status,Resolution Time,Maintenance Type
DT-101285,2023-08-11,2023,August,8,32,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Night (22:00-06:00),OP-1148,A. Schmidt,Mechanical Failure,Hydraulic Leak,Unplanned,Component wear beyond tolerance,113.7,1.9,1764.63,15.52,85,Automotive Component,Resolved,3.23,Corrective
DT-101286,2023-08-11,2023,August,8,32,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Afternoon (14:00-22:00),OP-1189,B. Klein,Operator Error,Incorrect Setup,Unplanned,Inadequate training,52.0,0.87,514.64,9.9,32,Industrial Parts,Resolved,0.99,N/A
DT-101295,2023-08-12,2023,August,8,32,Plant B - Lyon,Line 1,MC-8447,Press Machine,Morning (06:00-14:00),OP-1347,K. Varga,Mechanical Failure,Motor Burnout,Unplanned,Misalignment,167.4,2.79,2191.47,13.09,138,Packaging Materials,In Progress,2.17,Emergency
DT-101294,2023-08-12,2023,August,8,32,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Afternoon (14:00-22:00),OP-1372,D. Muller,Changeover,Tooling Changeover,Planned,Scheduled production changeover,56.1,0.94,573.38,10.22,47,Consumer Electronics,In Progress,0.82,N/A
DT-101293,2023-08-12,2023,August,8,32,Plant A - Stuttgart,Line 1,MC-2813,Packaging Unit,Afternoon (14:00-22:00),OP-1027,J. Dubois,Tooling Issue,Die Misalignment,Unplanned,Material hardness variance,111.0,1.85,393.99,3.55,131,Industrial Parts,Resolved,2.7,Corrective
DT-101291,2023-08-12,2023,August,8,32,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Morning (06:00-14:00),OP-1086,R. Nagy,Software/PLC Error,Firmware Crash,Unplanned,Network latency,89.1,1.48,532.43,5.98,82,Automotive Component,Resolved,2.21,Corrective
DT-101292,2023-08-12,2023,August,8,32,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Afternoon (14:00-22:00),OP-1222,B. Klein,Utility Failure,Compressed Air Loss,Unplanned,Grid instability,136.7,2.28,896.99,6.56,101,Automotive Component,In Progress,1.7,Emergency
DT-101289,2023-08-12,2023,August,8,32,Plant A - Stuttgart,Line 3,MC-2642,Injection Molding,Morning (06:00-14:00),OP-1196,J. Dubois,Quality Inspection,Non-Conformance Review,Planned,Dimensional deviation,32.4,0.54,139.07,4.29,44,Packaging Materials,Pending,,Preventive
DT-101288,2023-08-12,2023,August,8,32,Plant C - Katowice,Line 2,MC-8160,Conveyor System,Morning (06:00-14:00),OP-1387,B. Klein,Mechanical Failure,Hydraulic Leak,Unplanned,Misalignment,219.6,3.66,1495.26,6.81,89,Industrial Parts,Resolved,4.07,Corrective
DT-101287,2023-08-12,2023,August,8,32,Plant B - Lyon,Line 1,MC-8447,Press Machine,Afternoon (14:00-22:00),OP-1184,S. Kaczmarek,Operator Error,Incorrect Setup,Unplanned,Distraction,55.0,0.92,293.46,5.34,47,Packaging Materials,Resolved,1.42,N/A
DT-101290,2023-08-12,2023,August,8,32,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Afternoon (14:00-22:00),OP-1161,T. Weber,Tooling Issue,Die Misalignment,Unplanned,Exceeded tool life,151.9,2.53,1770.21,11.65,110,Packaging Materials,Resolved,4.15,Corrective
DT-101300,2023-08-13,2023,August,8,32,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Night (22:00-06:00),OP-1260,S. Kaczmarek,Electrical Failure,Wiring Short Circuit,Unplanned,Corroded contact,153.2,2.55,1408.82,9.2,102,Medical Device,Pending,,Emergency
DT-101299,2023-08-13,2023,August,8,32,Plant C - Katowice,Line 2,MC-4697,Painting Robot,Morning (06:00-14:00),OP-1332,P. Kowalski,Electrical Failure,Power Supply Failure,Unplanned,Voltage spike,173.5,2.89,2043.54,11.78,119,Packaging Materials,Pending,,Emergency
DT-101301,2023-08-13,2023,August,8,32,Plant C - Katowice,Line 3,MC-3041,Injection Molding,Morning (06:00-14:00),OP-1281,N. Horvat,Changeover,Recipe Changeover,Planned,Scheduled production changeover,60.3,1.0,592.03,9.82,83,Industrial Parts,Resolved,1.53,N/A
DT-101297,2023-08-13,2023,August,8,32,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Afternoon (14:00-22:00),OP-1117,L. Fischer,Material Shortage,Raw Material Delay,Unplanned,Inventory planning gap,183.2,3.05,1380.73,7.54,155,Medical Device,Resolved,4.26,N/A
DT-101296,2023-08-13,2023,August,8,32,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Night (22:00-06:00),OP-1149,A. Schmidt,Preventive Maintenance,Scheduled Lubrication,Planned,Scheduled maintenance plan (TPM calendar),82.0,1.37,196.41,2.4,92,Automotive Component,Resolved,2.33,Preventive
DT-101298,2023-08-13,2023,August,8,32,Plant B - Lyon,Line 1,MC-8447,Press Machine,Afternoon (14:00-22:00),OP-1065,R. Nagy,Quality Inspection,Calibration Check,Planned,Customer complaint follow-up,84.9,1.42,709.17,8.35,78,Consumer Electronics,Resolved,1.84,Preventive
DT-101302,2023-08-14,2023,August,8,33,Plant D - Bratislava,Line 2,MC-4486,Press Machine,Afternoon (14:00-22:00),OP-1246,H. Zajac,Operator Error,Manual Stop,Unplanned,Procedure not followed,44.1,0.73,586.46,13.3,40,Industrial Parts,Resolved,1.19,N/A
DT-101303,2023-08-14,2023,August,8,33,Plant C - Katowice,Line 3,MC-5280,Packaging Unit,Afternoon (14:00-22:00),OP-1234,D. Muller,Utility Failure,Power Outage,Unplanned,Chiller malfunction,131.0,2.18,517.22,3.95,164,Consumer Electronics,Resolved,3.12,Emergency
DT-101304,2023-08-14,2023,August,8,33,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Night (22:00-06:00),OP-1186,L. Fischer,Material Shortage,Raw Material Delay,Unplanned,Customs delay,44.2,0.74,630.18,14.26,43,Medical Device,Resolved,1.29,N/A
DT-101305,2023-08-14,2023,August,8,33,Plant B - Lyon,Line 1,MC-8447,Press Machine,Afternoon (14:00-22:00),OP-1150,H. Zajac,Material Shortage,Component Stockout,Unplanned,Customs delay,64.2,1.07,763.29,11.89,44,Automotive Component,Resolved,1.77,N/A
DT-101306,2023-08-15,2023,August,8,33,Plant A - Stuttgart,Line 3,MC-5053,Conveyor System,Night (22:00-06:00),OP-1117,D. Muller,Software/PLC Error,PLC Program Fault,Unplanned,Unhandled exception,60.9,1.01,334.61,5.49,31,Consumer Electronics,Resolved,1.45,Corrective
DT-101307,2023-08-15,2023,August,8,33,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Night (22:00-06:00),OP-1174,M. Novak,Tooling Issue,Mold Damage,Unplanned,Material hardness variance,119.3,1.99,1053.99,8.83,105,Consumer Electronics,Resolved,3.03,Corrective
DT-101308,2023-08-15,2023,August,8,33,Plant A - Stuttgart,Line 3,MC-5053,Conveyor System,Afternoon (14:00-22:00),OP-1077,M. Novak,Electrical Failure,Wiring Short Circuit,Unplanned,Overheated component,175.7,2.93,951.98,5.42,73,Medical Device,Resolved,3.74,Corrective
DT-101313,2023-08-16,2023,August,8,33,Plant B - Lyon,Line 1,MC-8447,Press Machine,Night (22:00-06:00),OP-1235,D. Muller,Changeover,Product Changeover,Planned,Scheduled production changeover,68.6,1.14,333.0,4.85,63,Consumer Electronics,Resolved,1.98,N/A
DT-101314,2023-08-16,2023,August,8,33,Plant A - Stuttgart,Line 1,MC-2813,Packaging Unit,Morning (06:00-14:00),OP-1229,T. Weber,Mechanical Failure,Gearbox Malfunction,Unplanned,Misalignment,44.0,0.73,208.04,4.73,56,Medical Device,Resolved,1.17,Corrective
DT-101312,2023-08-16,2023,August,8,33,Plant D - Bratislava,Line 2,MC-4486,Press Machine,Morning (06:00-14:00),OP-1106,T. Weber,Material Shortage,Raw Material Delay,Unplanned,Inventory planning gap,307.9,5.13,2041.84,6.63,245,Packaging Materials,In Progress,2.43,N/A
DT-101309,2023-08-16,2023,August,8,33,Plant C - Katowice,Line 2,MC-1687,Injection Molding,Morning (06:00-14:00),OP-1035,H. Zajac,Electrical Failure,Control Panel Fault,Unplanned,Corroded contact,19.2,0.32,197.95,10.31,33,Medical Device,Resolved,0.51,Corrective
DT-101310,2023-08-16,2023,August,8,33,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Afternoon (14:00-22:00),OP-1222,L. Fischer,Mechanical Failure,Gearbox Malfunction,Unplanned,Lubrication failure,162.4,2.71,1399.09,8.62,122,Medical Device,Resolved,4.81,Emergency
DT-101311,2023-08-16,2023,August,8,33,Plant B - Lyon,Line 2,MC-7100,Painting Robot,Night (22:00-06:00),OP-1216,L. Fischer,Changeover,Recipe Changeover,Planned,Scheduled production changeover,26.2,0.44,206.51,7.88,14,Automotive Component,Resolved,0.78,N/A
DT-101315,2023-08-17,2023,August,8,33,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Morning (06:00-14:00),OP-1176,B. Klein,Software/PLC Error,SCADA Timeout,Unplanned,Unhandled exception,46.2,0.77,493.48,10.68,32,Consumer Electronics,Resolved,1.26,Corrective
DT-101316,2023-08-17,2023,August,8,33,Plant C - Katowice,Line 1,MC-1394,Conveyor System,Afternoon (14:00-22:00),OP-1178,S. Kaczmarek,Material Shortage,Supplier Late Delivery,Unplanned,Supplier logistics delay,62.5,1.04,250.69,4.01,25,Medical Device,Resolved,1.65,N/A
DT-101317,2023-08-17,2023,August,8,33,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Morning (06:00-14:00),OP-1216,L. Fischer,Quality Inspection,Calibration Check,Planned,Dimensional deviation,32.5,0.54,155.95,4.8,31,Industrial Parts,Resolved,0.66,Preventive
DT-101318,2023-08-17,2023,August,8,33,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Morning (06:00-14:00),OP-1372,T. Weber,Mechanical Failure,Belt Breakage,Unplanned,Misalignment,127.0,2.12,1327.75,10.45,110,Medical Device,Pending,,Corrective
DT-101319,2023-08-17,2023,August,8,33,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Night (22:00-06:00),OP-1180,T. Weber,Electrical Failure,Wiring Short Circuit,Unplanned,Corroded contact,90.7,1.51,948.72,10.46,74,Packaging Materials,Resolved,2.0,Emergency
DT-101320,2023-08-18,2023,August,8,33,Plant C - Katowice,Line 3,MC-5280,Packaging Unit,Morning (06:00-14:00),OP-1293,R. Nagy,Mechanical Failure,Bearing Failure,Unplanned,Lubrication failure,154.3,2.57,447.74,2.9,175,Consumer Electronics,Resolved,4.21,Emergency
DT-101321,2023-08-18,2023,August,8,33,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Night (22:00-06:00),OP-1275,R. Nagy,Electrical Failure,Wiring Short Circuit,Unplanned,Corroded contact,87.2,1.45,518.63,5.95,129,Industrial Parts,Resolved,2.1,Emergency
DT-101322,2023-08-18,2023,August,8,33,Plant B - Lyon,Line 2,MC-1611,Injection Molding,Morning (06:00-14:00),OP-1340,F. Rousseau,Mechanical Failure,Motor Burnout,Unplanned,Fatigue crack,124.9,2.08,1497.33,11.99,181,Industrial Parts,Resolved,2.17,Emergency
DT-101323,2023-08-18,2023,August,8,33,Plant C - Katowice,Line 2,MC-8160,Conveyor System,Afternoon (14:00-22:00),OP-1150,L. Fischer,Software/PLC Error,Firmware Crash,Unplanned,Software bug,21.6,0.36,154.73,7.16,11,Medical Device,Resolved,0.6,Corrective
DT-101324,2023-08-18,2023,August,8,33,Plant A - Stuttgart,Line 1,MC-2813,Packaging Unit,Night (22:00-06:00),OP-1343,B. Klein,Software/PLC Error,Firmware Crash,Unplanned,Configuration drift,16.4,0.27,93.11,5.68,19,Medical Device,Resolved,0.47,Corrective
DT-101329,2023-08-19,2023,August,8,33,Plant A - Stuttgart,Line 3,MC-8033,Painting Robot,Afternoon (14:00-22:00),OP-1268,N. Horvat,Utility Failure,Compressed Air Loss,Unplanned,Chiller malfunction,160.4,2.67,1081.95,6.75,100,Packaging Materials,In Progress,2.15,Emergency
DT-101328,2023-08-19,2023,August,8,33,Plant A - Stuttgart,Line 3,MC-5908,Press Machine,Afternoon (14:00-22:00),OP-1335,B. Klein,Operator Error,Incorrect Setup,Unplanned,Procedure not followed,22.5,0.38,230.51,10.24,19,Automotive Component,Resolved,0.63,N/A
DT-101325,2023-08-19,2023,August,8,33,Plant C - Katowice,Line 2,MC-1687,Injection Molding,Night (22:00-06:00),OP-1048,B. Klein,Utility Failure,Compressed Air Loss,Unplanned,Grid instability,198.7,3.31,1961.3,9.87,248,Medical Device,Resolved,5.82,Emergency
DT-101326,2023-08-19,2023,August,8,33,Plant D - Bratislava,Line 2,MC-4486,Press Machine,Night (22:00-06:00),OP-1196,L. Fischer,Tooling Issue,Mold Damage,Unplanned,Incorrect feed rate,131.3,2.19,1649.91,12.57,120,Industrial Parts,In Progress,1.54,Corrective
DT-101327,2023-08-19,2023,August,8,33,Plant D - Bratislava,Line 1,MC-1874,Packaging Unit,Afternoon (14:00-22:00),OP-1362,K. Varga,Electrical Failure,Wiring Short Circuit,Unplanned,Corroded contact,111.5,1.86,378.01,3.39,136,Industrial Parts,Resolved,1.97,Corrective
DT-101330,2023-08-20,2023,August,8,33,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Night (22:00-06:00),OP-1154,A. Schmidt,Mechanical Failure,Motor Burnout,Unplanned,Misalignment,61.4,1.02,364.1,5.93,37,Consumer Electronics,Pending,,Corrective
DT-101331,2023-08-20,2023,August,8,33,Plant A - Stuttgart,Line 2,MC-8073,Packaging Unit,Afternoon (14:00-22:00),OP-1076,M. Novak,Material Shortage,Supplier Late Delivery,Unplanned,Inventory planning gap,44.1,0.73,304.52,6.91,50,Packaging Materials,Pending,,N/A
DT-101332,2023-08-20,2023,August,8,33,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Afternoon (14:00-22:00),OP-1062,K. Varga,Tooling Issue,Tool Wear,Unplanned,Material hardness variance,144.5,2.41,2315.87,16.03,97,Automotive Component,Resolved,3.9,Corrective
DT-101340,2023-08-21,2023,August,8,34,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Night (22:00-06:00),OP-1058,M. Novak,Quality Inspection,Calibration Check,Planned,Dimensional deviation,104.4,1.74,1072.23,10.27,75,Packaging Materials,In Progress,1.07,Preventive
DT-101344,2023-08-21,2023,August,8,34,Plant C - Katowice,Line 2,MC-5166,Robotic Welder,Afternoon (14:00-22:00),OP-1153,T. Weber,Utility Failure,Cooling System Failure,Unplanned,Grid instability,178.2,2.97,2544.79,14.28,173,Industrial Parts,In Progress,2.12,Corrective
DT-101342,2023-08-21,2023,August,8,34,Plant C - Katowice,Line 1,MC-2751,Press Machine,Morning (06:00-14:00),OP-1104,M. Novak,Mechanical Failure,Belt Breakage,Unplanned,Fatigue crack,287.2,4.79,2446.27,8.52,201,Packaging Materials,In Progress,4.24,Corrective
DT-101341,2023-08-21,2023,August,8,34,Plant D - Bratislava,Line 2,MC-3594,Painting Robot,Morning (06:00-14:00),OP-1299,A. Schmidt,Material Shortage,Supplier Late Delivery,Unplanned,Supplier logistics delay,129.7,2.16,1013.95,7.82,81,Medical Device,Resolved,2.23,N/A
DT-101339,2023-08-21,2023,August,8,34,Plant C - Katowice,Line 1,MC-1394,Conveyor System,Morning (06:00-14:00),OP-1314,F. Rousseau,Software/PLC Error,Firmware Crash,Unplanned,Software bug,130.0,2.17,1091.68,8.4,72,Medical Device,In Progress,1.48,Corrective
DT-101343,2023-08-21,2023,August,8,34,Plant A - Stuttgart,Line 3,MC-5502,Conveyor System,Afternoon (14:00-22:00),OP-1209,B. Klein,Utility Failure,Compressed Air Loss,Unplanned,Grid instability,67.4,1.12,243.69,3.62,36,Medical Device,Pending,,Emergency
DT-101337,2023-08-21,2023,August,8,34,Plant C - Katowice,Line 3,MC-5280,Packaging Unit,Afternoon (14:00-22:00),OP-1046,H. Zajac,Preventive Maintenance,Filter Replacement,Planned,Scheduled maintenance plan (TPM calendar),77.4,1.29,314.81,4.07,92,Consumer Electronics,In Progress,0.89,Preventive
DT-101336,2023-08-21,2023,August,8,34,Plant A - Stuttgart,Line 1,MC-6890,Press Machine,Night (22:00-06:00),OP-1397,J. Dubois,Quality Inspection,Non-Conformance Review,Planned,Customer complaint follow-up,47.0,0.78,442.21,9.41,35,Packaging Materials,Resolved,0.87,Preventive
DT-101335,2023-08-21,2023,August,8,34,Plant A - Stuttgart,Line 3,MC-4621,Packaging Unit,Night (22:00-06:00),OP-1199,F. Rousseau,Tooling Issue,Mold Damage,Unplanned,Material hardness variance,161.4,2.69,442.0,2.74,204,Automotive Component,Resolved,4.68,Corrective
DT-101334,2023-08-21,2023,August,8,34,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Morning (06:00-14:00),OP-1247,H. Zajac,Mechanical Failure,Gearbox Malfunction,Unplanned,Component wear beyond tolerance,209.2,3.49,768.19,3.67,262,Consumer Electronics,Resolved,3.86,Emergency
DT-101338,2023-08-21,2023,August,8,34,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Night (22:00-06:00),OP-1076,J. Dubois,Mechanical Failure,Motor Burnout,Unplanned,Fatigue crack,76.9,1.28,844.76,10.99,69,Automotive Component,Resolved,1.7,Corrective
DT-101333,2023-08-21,2023,August,8,34,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Morning (06:00-14:00),OP-1228,T. Weber,Mechanical Failure,Bearing Failure,Unplanned,Misalignment,176.7,2.94,1279.15,7.24,129,Medical Device,Resolved,3.26,Corrective
DT-101349,2023-08-22,2023,August,8,34,Plant C - Katowice,Line 2,MC-4697,Painting Robot,Afternoon (14:00-22:00),OP-1349,P. Kowalski,Mechanical Failure,Gearbox Malfunction,Unplanned,Component wear beyond tolerance,59.7,0.99,802.7,13.45,39,Industrial Parts,In Progress,0.54,Corrective
DT-101347,2023-08-22,2023,August,8,34,Plant B - Lyon,Line 2,MC-1611,Injection Molding,Night (22:00-06:00),OP-1323,S. Kaczmarek,Quality Inspection,Non-Conformance Review,Planned,Random audit,41.9,0.7,230.54,5.5,62,Consumer Electronics,Resolved,0.95,Preventive
DT-101348,2023-08-22,2023,August,8,34,Plant A - Stuttgart,Line 3,MC-5502,Conveyor System,Morning (06:00-14:00),OP-1092,H. Zajac,Tooling Issue,Tool Wear,Unplanned,Incorrect feed rate,30.6,0.51,288.92,9.44,14,Medical Device,Resolved,0.86,Corrective
DT-101345,2023-08-22,2023,August,8,34,Plant A - Stuttgart,Line 3,MC-8033,Painting Robot,Afternoon (14:00-22:00),OP-1301,J. Dubois,Quality Inspection,In-Process Quality Hold,Planned,Customer complaint follow-up,43.4,0.72,194.84,4.49,32,Packaging Materials,Resolved,0.96,Preventive
DT-101346,2023-08-22,2023,August,8,34,Plant B - Lyon,Line 2,MC-7304,Press Machine,Morning (06:00-14:00),OP-1278,K. Varga,Tooling Issue,Tool Breakage,Unplanned,Incorrect feed rate,70.3,1.17,829.52,11.8,55,Automotive Component,Pending,,Corrective
DT-101350,2023-08-23,2023,August,8,34,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Night (22:00-06:00),OP-1028,M. Novak,Mechanical Failure,Gearbox Malfunction,Unplanned,Fatigue crack,173.3,2.89,2105.67,12.15,99,Packaging Materials,Pending,,Corrective
DT-101351,2023-08-23,2023,August,8,34,Plant A - Stuttgart,Line 1,MC-4896,Conveyor System,Night (22:00-06:00),OP-1280,T. Weber,Mechanical Failure,Bearing Failure,Unplanned,Lubrication failure,247.2,4.12,1402.45,5.67,107,Consumer Electronics,In Progress,3.13,Corrective
DT-101352,2023-08-23,2023,August,8,34,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Morning (06:00-14:00),OP-1254,B. Klein,Software/PLC Error,HMI Communication Loss,Unplanned,Software bug,52.2,0.87,285.78,5.47,51,Automotive Component,Resolved,1.06,Corrective
DT-101353,2023-08-23,2023,August,8,34,Plant D - Bratislava,Line 1,MC-6667,Press Machine,Morning (06:00-14:00),OP-1147,E. Wagner,Changeover,Tooling Changeover,Planned,Scheduled production changeover,117.7,1.96,1122.66,9.54,95,Medical Device,Resolved,2.74,N/A
DT-101354,2023-08-23,2023,August,8,34,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Morning (06:00-14:00),OP-1185,P. Kowalski,Tooling Issue,Tool Breakage,Unplanned,Material hardness variance,103.3,1.72,737.91,7.14,85,Consumer Electronics,Resolved,1.98,Corrective
DT-101360,2023-08-24,2023,August,8,34,Plant C - Katowice,Line 1,MC-1394,Conveyor System,Night (22:00-06:00),OP-1010,D. Muller,Software/PLC Error,SCADA Timeout,Unplanned,Network latency,138.7,2.31,676.35,4.88,66,Packaging Materials,Resolved,2.31,Corrective
DT-101361,2023-08-24,2023,August,8,34,Plant B - Lyon,Line 1,MC-8447,Press Machine,Afternoon (14:00-22:00),OP-1043,S. Kaczmarek,Tooling Issue,Die Misalignment,Unplanned,Incorrect feed rate,128.7,2.15,1384.78,10.76,103,Packaging Materials,In Progress,1.87,Corrective
DT-101362,2023-08-24,2023,August,8,34,Plant C - Katowice,Line 2,MC-1687,Injection Molding,Afternoon (14:00-22:00),OP-1374,A. Schmidt,Quality Inspection,Non-Conformance Review,Planned,Customer complaint follow-up,102.3,1.7,527.61,5.16,140,Automotive Component,Resolved,2.69,Preventive
DT-101359,2023-08-24,2023,August,8,34,Plant A - Stuttgart,Line 3,MC-5502,Conveyor System,Night (22:00-06:00),OP-1158,S. Kaczmarek,Changeover,Tooling Changeover,Planned,Scheduled production changeover,76.2,1.27,284.97,3.74,43,Consumer Electronics,Resolved,1.35,N/A
DT-101356,2023-08-24,2023,August,8,34,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Afternoon (14:00-22:00),OP-1174,H. Zajac,Tooling Issue,Tool Breakage,Unplanned,Incorrect feed rate,128.7,2.15,908.56,7.06,109,Industrial Parts,Pending,,Corrective
DT-101357,2023-08-24,2023,August,8,34,Plant B - Lyon,Line 2,MC-7100,Painting Robot,Night (22:00-06:00),OP-1026,J. Dubois,Changeover,Tooling Changeover,Planned,Scheduled production changeover,108.2,1.8,457.6,4.23,60,Medical Device,Resolved,3.17,N/A
DT-101355,2023-08-24,2023,August,8,34,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Night (22:00-06:00),OP-1135,E. Wagner,Changeover,Product Changeover,Planned,Scheduled production changeover,106.9,1.78,639.12,5.98,95,Medical Device,Resolved,2.1,N/A
DT-101358,2023-08-24,2023,August,8,34,Plant B - Lyon,Line 1,MC-8447,Press Machine,Night (22:00-06:00),OP-1323,S. Kaczmarek,Mechanical Failure,Gearbox Malfunction,Unplanned,Misalignment,196.8,3.28,2168.28,11.02,160,Consumer Electronics,Pending,,Corrective
DT-101363,2023-08-25,2023,August,8,34,Plant C - Katowice,Line 2,MC-4697,Painting Robot,Afternoon (14:00-22:00),OP-1117,E. Wagner,Electrical Failure,Power Supply Failure,Unplanned,Faulty relay,96.2,1.6,626.64,6.51,66,Consumer Electronics,Resolved,2.72,Emergency
